Title,Published At,Duration (Min),Video ID,URL,Transcript
Where will P/E Ratios Normalize?,2023-10-11 20:15:00+00:00,4,GpHIaze7wqA,https://www.youtube.com/watch?v=GpHIaze7wqA,yeah well i i think what we got to start to see is we got to start to see enough of a decline in stocks to start making that tradeoff between stocks and bonds make sense for investors and and when you're in a situation where um you know bond yields are are now in the five range right and earnings yields are in the five range and there's a meaningful risk that you're not gonna you're not going to meet uh those growth expectations that are priced into pees right right now you know if you look at analyst earnings expecting 12% earnings growth in 24 and then the same in 25 like that's a lot of earnings growth that is expected you know of course analysts are always a little too rosy but fine forget it call it 10 call it eight that's a lot of earnings growth in an environment where we're late cycle and bond yields just rose 100 basis points on the long end right like how are you going to get the economic growth that's going to be consistent with that sort of earnings growth in the future and so that's really what has to happen is we got to start to normalize those expectations we got to bring those pees back to something that's much more reasonable relative to that 5% bond yield and that's what creates the bottom in stock prices all right well two questions then number one i i'm sure you have a macro outlook so can you give us your macro outlook for you know north america if you will and then secondarily to normalize what what price earnings ratio what eps are you think would be back to normal since it's been abnormal for 12 years yeah well i i i think um maybe starting with the the the second question you know what is what is a normal bottoming look like in uh in pees right you've got to start to what are those what are those situations typically look like they look like um you know 10 12 15 pees they look like typically when you've gone through a recession you're looking at earnings compressing something like 15 20% in a in a sort of non- crisis earnings draw down and so you know what are we seeing here well right now what's priced in is earnings to go up 25% not down right and we're seeing pees you know that are coming down every day at this pace but still we're not quite in the range at the aggregate indices right at certainly small caps and and midcaps are are in the ballpark but the mega caps are not you know the the s&p 500 is not close to where we are so you know if we get uh a couple points more down on pees and we start to get those expectations of you know in line with actually some weakness in even zero right even zero earnings growth over the next couple years moving those expectations down that's when we start to talk about something that's a little more plausible and so you know moving equity the equity markets in this recession scenario moving into the you know deep into the 3000 range in the s&p 500 is totally totally plausible in fact it should be expected wow
How to Think About TIPS,2023-10-10 12:15:01+00:00,4,G1KRjP79Mmo,https://www.youtube.com/watch?v=G1KRjP79Mmo,bob if we look at um an interesting part of the fixed income market the so-called uh inflation protected market uh we already get questions on on that particular part of the market relative to our discussion on an inflationary environment with low growth so what do you make of the tips market as a diversifier or as an addition to a portfolio uh given your view of high inflation relative to growth here well first of all i love that we're having a conversation about tips i mean it doesn't get get any better than uh talking real interest rates it's not that's not the sort of usual conversation that uh that folks are are thinking about which is but it's good because you know i think let's first just talk about how you think about tips which i think is is important particularly in inflationary dynamic because i think a lot of people are sitting here looking at they're going w break even inflation is you know i don't know it's basically stuck at 2% you know so close to 2% and it's not really moving around despite the fact that we're getting this inflationary dynamic you know kind of how can that be and the answer is um if you've traded the tips market it's important that you to see that there's two ways an inflationary dynamic can resolve itself the first way is that break even inflation can rise uh and that's certainly one of the ways you know and and that mostly what you see is you see nominal yields rise more than you see real interest rates but the other way it can resolve it self particularly on the long end is that if there's expectations of elevated inflationary pressures over a long period of time what the way that that can get resolved is the central bank can respond through elevated real interest rates right so if you if if uh you can get that 2% inflation outcome uh that you know basically is being priced in the market as long as real interest rates are held higher for longer and that's essentially what we're seeing in this market is a real is a is a real circum irance where real interest rates have risen a lot you know the inflationary pressures have led to elevated real interest rates not really that elevated break evens and that those um those real interest rates i think reflect the reality that we probably need higher real rates for longer and that you know real rates let's be honest at you know in the mid tws in the in you know two and two and a quarter 250 like you know you're starting to get something that has real value in it um that you might not see in the nominals like if i you know just for perspective like the the greatest you know tips trade happened um right in the middle of the financial crisis and tips were at 325 so i mean that gives you a sense as to long data tips we're at 325 so you know we're not we've gone a long way from where we were in terms of you know tips being negative yielding to being yielding into the twos as you get up to the two and a half range like you know you start to get very attractive long longterm returns coming from those securities
How Are Markets Outside the U. S. Pricing Recession Risk?,2023-10-09 20:15:01+00:00,4,inu9sulOS0w,https://www.youtube.com/watch?v=inu9sulOS0w,if we look at um price action but also um market pricing of recession risks outside of us borders um i'm talking in particular about european and chinese assets here um in case of such a say global recession scenario um is value to be found outside of the us europe well i think when you when you look across the the um the global economy uh and you look particularly about how assets are priced like let's let's be frank like you know us assets are priced you know i don't know 50 to 75% higher than they are in the rest of the world you know you look at equity yields what do you get like uh like the mg etf yield is something like % and what's your yield on us stocks you know four and a half something like that four and a half to five um you know that means that you know uh you got to believe that us equities are going to have radically better earnings growth you know in the medium term in order to to make the tradeoff to o overweight us stocks um to make sense and so you know i look at how are equity markets priced in china i mean they're quite you know real weak conditions are priced in china um you know may maybe things could be worse that's certainly possible but like you have a situation where you have uh you know p's that are running in the in you know 11 something like that and you have surveys that say that everyone you know every asset manager thinks that the chinese economy is never going to open up and never going to grow again um you know it's possible that that's the case it but the but the the trade-offs the skew is certainly a bit to the upside relative to that set of expectations and asset markets in sentiment and then europe you know i think the challenge with europe is the momentum's not great because the european economies are slowing down more you know particularly euro zone is slowing down more rapidly than in the us but it's also priced to be terrible um in terms you know you're getting pretty good yield uh or uk equities which are really global in nature but skewed to to the commodity um sector you're getting you know pees that are in again the low you know 11 12 something like that you know it could it could those uk listed companies could be a lot worse than than the ones in the us but you know all of those sort of speak to the fact that um us exceptionalism is priced into the market and the odds that us exceptionalism persists are not nearly as high as what's priced into the market that's all there is to it this has been a widow maker view over the past and i am i have traveled with such of you quite a few times uh as a salite strategist in banks and um i it it is a somehow easier view to take uh as on the cell side than on the buy side i think you agree with that like but i i perfectly agree with your assessment i i mean it it is evident that um the european economy is is priced for a much worse scenario than the us it is evident that the chinese economy is priced for a much worse scenario than the us the question is just whether you want to bet against the us anyway um and right now i'm i'm probably not willing to uh even though i i admit to uh the pricing being as you described it
Recession Expectations (as of Oct 2023),2023-10-09 12:15:06+00:00,3,fm0xB0876pM,https://www.youtube.com/watch?v=fm0xB0876pM,i uh i have to give you a hat tip up front for uh the way that you've um kept saying that the recession uh was not around the corner throughout the entire year uh you said it in early january when everyone uh and their mothers uh were stuck in recessionary discussions um and now i have the sense that you' have started to turn around a little bit on your view from a risk reward perspective bob am i right that you see a recession as a likelier scenario for 24 than you did earlier this year yeah well i think you know i think when we trade markets you know the basic the basic thing you got to start to think about is what um what is likely to happen relative to what's priced in and i think people too often forget the what's price priced in part of things you know you gotta you got to start with what's priced in and then you can go to what you think will transpire relative to that and i think what we're seeing you know what we saw at the beginning of the year was that basically everyone was pricing in the expectations of recession uh you know there were some models a year ago that said there was 100% probability of recession within a year which is kind of funny right since that didn't happen um and so you know that's the basic that's the basic dynamic that's been priced in you know that was priced in you know a year ago didn't transpire that's a big reason why asset prices actually did pretty well over the period well now you know i sort of uh when people were bandying about you know the atlanta fed gdp now measure of 6% and everyone was saying oh there's no way we're going to get into recession anytime soon you know that's exactly the time when you might start to ask questions about whether um whether there was you know whether we have uh uh the probability of a recession you know a year later with the tightening that we've had is certainly a lot a lot higher than zero uh and with the market you know the equity markets are pricing in 12% earnings growth next year and 133% earnings growth in the in the in 2025 you know that that's very high elevated earnings growth at a time when you know the inflationary pressures are emerging or sorry the the recessionary pressures are emerging the us economy is slowing down there's no question that there is some moderation in the us economy and you should expect that to continue further so it's really that gap between what's likely to transpire and expectations that's really the most interesting part of this overall dynamic
Stability and Low Inflation are No longer Guaranteed,2023-10-08 20:15:00+00:00,3,Hme42VpQy10,https://www.youtube.com/watch?v=Hme42VpQy10,what do you think the macro environment is now and over the next you know three to five years what do you see happening based on your your experience and in your view of that where do you think things are heading well i think a lot of us you know in our professional careers kind of know one path which is low in flow stable inflation uh and stocks uh are are you know generally are going up quite well and in particular over the last 15 years of uniquely stimulative monitor ar policy and we've also learned that bonds are good diversifiers to stocks and that environment but all of that is very predicated on a secular decline in inflation and stability and i think we've we've really been you know many investors have been shocked over the course of the last 18 months finally recognizing that you know low and stable inflation is not a given in this world and certainly there are good macroeconomic reasons to think that the disinflationary dynamics that we've seen over the last 40 years are unlikely to persist in the future a lot of that a lot of those dynamics are reversing on a forward-looking basis you know we had a time of peace versus a time of war we had a time of global integration and now we're having a a time where where globally we're pulling back from each other right we're creating near shoring rather than international offshoring those sorts of dynamics are the things that created that that low inflation that we got used to that are reversing and so we're entering an environment of much higher inflation and where a lot of the dynamics the the lessons learned the rules of thumb that we've had that we've learned over the course of the last 40 years those things are no longer going to work in the future and so things like creating diversified portfolios um where you're considering what could happen if inflation is elevated for an extended period of time i think are the key uh the key dynamics the key things that investors need to start thinking about today in order to protect themselves from those environments because the the only the the the you know a growth slowdown weak growth and weak economic activity uh and falling stock prices isn't that bad if you could protect yourself again from that by holding bonds in your portfolio that's basically what you've been able to do the the terrible outcome the ruinous outcome for investors is environments where inflation is elevated and asset prices are returns are poor and the value of your money is deteriorating and that is that is a a a confluence of challenging conditions for investors and savers that we may be entering that we need to start to be prepared for
Perspective on A. I.,2023-10-08 12:15:02+00:00,3,dJQoj4t0OJQ,https://www.youtube.com/watch?v=dJQoj4t0OJQ,how do you think a ai is impacting the the macroeconomic environment well we're we're very early in this process of understanding how uh you know these next generation technologies are going to influence things i think as a as a person who's seen you know i've only seen 30 years of of uh technology improvements from a professional perspective but you know there's always the rush there's always the hope that various steps will radically change how we operate and radically change how the economy functions and in reality what you see is time and time again there are basic core fundamental principles about how uh technological innovation influences uh markets and economies and you know in the same way the shift from the horse to the car had certain effects on companies and productivity or the move from the agricult you know there was a time when 90% of americans were agricultural producers to today where it's you know only a handful of percent those sorts of innovations have happened before and what you see is um that if we are going through another one of those cycles we probably have similar outcomes the reality is um that those sorts of things make people productive and they make companies more productive and both individuals the workers as well as the companies benefit from it because as they become more productive uh you know they earn higher wages they earn more income and so it isn't just like the this you know the tales where it's like ai is going to fire every employee in america um and you know we're all going to be living on the street except for the ai overlords like that's not how it works and it's not how it works worked when we went from agriculture to to industry it's not how it works when worked when we went from you know horses to cars uh and it's not how this dynamic is going to work most likely it's going to make people more productive it's going to make them more efficient they're going to be able to do more and as a function they're going to be able to earn higher wages over time
Perspective on A. I.,2023-10-08 12:15:02+00:00,3,dJQoj4t0OJQ,https://www.youtube.com/watch?v=dJQoj4t0OJQ,how do you think a ai is impacting the the macroeconomic environment well we're we're very early in this process of understanding how uh you know these next generation technologies are going to influence things i think as a as a person who's seen you know i've only seen 30 years of of uh technology improvements from a professional perspective but you know there's always the rush there's always the hope that various steps will radically change how we operate and radically change how the economy functions and in reality what you see is time and time again there are basic core fundamental principles about how uh technological innovation influences uh markets and economies and you know in the same way the shift from the horse to the car had certain effects on companies and productivity or the move from the agricult you know there was a time when 90% of americans were agricultural producers to today where it's you know only a handful of percent those sorts of innovations have happened before and what you see is um that if we are going through another one of those cycles we probably have similar outcomes the reality is um that those sorts of things make people productive and they make companies more productive and both individuals the workers as well as the companies benefit from it because as they become more productive uh you know they earn higher wages they earn more income and so it isn't just like the this you know the tales where it's like ai is going to fire every employee in america um and you know we're all going to be living on the street except for the ai overlords like that's not how it works and it's not how it works worked when we went from agriculture to to industry it's not how it works when worked when we went from you know horses to cars uh and it's not how this dynamic is going to work most likely it's going to make people more productive it's going to make them more efficient they're going to be able to do more and as a function they're going to be able to earn higher wages over time
Central Bank Overview in Oct 2023,2023-10-07 20:15:00+00:00,5,Lrz6crgw8sU,https://www.youtube.com/watch?v=Lrz6crgw8sU,i'd like to start with a brief summary of your takeaways from both the skip or pause from the federal reserve yesterday but also from the bank of england today what are the pros and cons of not doing anything here bob yeah well thanks so much for having me right here in the uh central bank bonanza i like to say here doesn't get more exciting than this for the uh for the macro set um you know i think what we're seeing at the big picture level sort of sort of known as we were coming into this was that um you know the the major developed world central banks are looking for a reason to pause um they really think that uh you know i think they're wrestling with the question of the tradeoff between weakening growth and inflation uh i think we were getting a good sense as to what their reaction function is and what their priorities are and the short of that in terms of their priorities is that they're willing to stop tightening before not just before it's certain that inflation's coming down to the mandate to their mandates but before it's even obvious that we're moving meaningfully in the right direction and so what we're seeing but you know a little less from the fed a little more from the bank of england the ecb uh and and some others is that um you know they're they're prioritizing their concerns about growth ahead of uh fulfilling their inflation mandate and are comfortable with a dynamic where you know even in the best of circumstances inflation is moving back down to mandate let's say in two years and they're okay with that so all that speaks to a set of central bank activities at least you know in the medium term let's call it three six nine months that are going to be comfortable with elevated inflationary dynamics in across these economies before we went on air here bob i um i made a heat map of forward pricing of all of the major central banks across the globe and over the next 12 months the bank of japan is the most hawkish prized central bank on earth then you know something is wrong right when's when's the last time that happened probably 1989 right yeah it's it's got to be decades back at least uh but if you look at the prospects for further rate hikes from the fed bank of england maybe even the ecb do you think there is a path ahead for them where they can actually decide on rate hikes again despite this paul retoric that they've used over the past couple of meetings here i i mean the short answer i think is no like i i don't think that those central banks in in a time frame that those of us who trade markets really care about are going to move to tighter monetary policy i think um you know they've they've basically uh made their bed when it comes to saying that they're you know at or maybe there's 25 base points more or something but i don't really care about that what we care about is are they going to meaningfully reenter a tightening cycle anytime soon i think the answer is no they think they've done enough and frankly they're making a big bet on the fact that the disinflationary forces and the work that they've done so far will eventually get inflation back down to their mandate now i think the thing that's interesting about that from a traders perspective is what that does is it puts a lot more weight on the long end of the curve and that's exactly what we're seeing typically if you were uh you know if you go back to the 07 cycle or the the 2000 cycle when the when the central bank stops tightening when you get that pause that would typically be a good indication to buy bonds right because the central bank is no longer essentially dragging up the yield curve with their activities but as we've learned in the last couple of days it's exactly the opposite right uh bonds have been selling off despite the fact that these central banks have paused and even in some cases sort of doish paused relative to expectations and the reason why that is is because the fact that they've paused before we've meaningfully gotten inflation down to mandate or close to mandate means that the inflation problem still exists right the risk of the inflation problem still exists and what that means is that the long end is repricing that dynamic like the worst thing for the long end today is that central banks don't tighten a aggressively and the best thing is that they do and that's a little counterintuitive but you can see it in the market action that's the reality of what we're seeing and so you know it's up to the long end and the market base tightening to get the job done right now
What is a Macro Framework for Investing?,2023-10-07 12:15:01+00:00,3,AZ_mxphwUXI,https://www.youtube.com/watch?v=AZ_mxphwUXI,let's hear a little bit about like what's your framework how you approach thinking about the world yeah i mean my my career i've been a systematic investor for a couple of decades now and in particular a systematic macro investor and so when i think about how the world is working i'm i'm basically going back to sort of core cause effect relationships understanding those cause effect relationships and from there putting into context essentially all the things that are going on into what those normal relationships are and then from there trying to you know predict what's going to happen and then compare that to what's priced into asset markets and that obviously creates the opportunity for alpha or or new opportunities and and you know really at that at the core of that is thinking about basically where we are in a cyclical dynamic at any point in time which you know business cycles they come they go they go up they go down each one's a little different but there's a lot of commonalities between those and then putting that in the context of more secular dynamics like deb cycles like you know globalization de globalization things like that that sort of are uh underlying or or or underlying all of those sort of cyclical dynamics that we're seeing in a day-to-day basis and so you know when i look at the world today it is in some ways feels very new and different than what we that many investors have experienced which is you know an inflationary business cycle in the context of you know the end of the long-term debt cycle and in the context of a shift from globalization to deglobalization but those sorts of dynamics they've existed plenty of times in history just not in our professional careers most of our professional careers and so when i'm thinking about what's going on i'm thinking about turning my attention and thinking about those other previous cases where we saw this sort of confluence of events where you saw an inflationary business cycle where you saw you know de globalization dynamics where you saw you know geopolitical tensions things like that obviously the 70s are are relevant but there's also you know a dash of the 2000 cycle in terms of uh the busting of a of a bubble you know our bubble in the last 15 years is more like an everything bubble that was more a tech bubble some flavor of the 70s and maybe a a little bit of flavor of you know back in the de globalization dynamics that happened you know after the the first world war so it's kind of kind of see the combination of all those different things happening at the same time and you know this cycle will be some combination of all of those things intersecting with each other and and leading to what what transpires
Gold is Different than Other Investments,2023-10-06 20:15:00+00:00,6,RCIjVFUNAeE,https://www.youtube.com/watch?v=RCIjVFUNAeE,what kind of role does gold play in an investment portfolio yeah well i think you know gold's role and the first thing it says gold we've gotten you know 5 000 years of history in terms of uh you know the role of gold or to see and understand how gold functions as a financial asset and i think that's an important thing because you know gold is different from extractive commodities you know which have like productive value or um or stocks or bonds that have a clear uh you know have a clear reason why they would have yield over time right so somewhat of a fundamental valuation that can be thought of relative to the cash flows that they'll produce you know gold's different of course because it it has de minimis uh industrial value and also offers no yields so you put that together and that's a very interesting asset and so you really you do have to understand it in the context like like how gold works and how gold functions and and performs as a as a financial asset um is a matter of psychology like that's very interesting like a very interesting thing thing to think about that it is a matter of psychology like it's not a matter of fundamentals it's a matter of psychology so you have to understand the psychology and the psychology basically holds in a couple different ways first of all gold serves as a contra currency um and what i mean by that is that um you know uh paper currency uh has a certain value uh that's ex that's expected over time and gold is a is a contra contra to that in the sense of uh it is an alternative currency that you can hold your assets in um that is you know widely accepted in the sense of you know everyone in the world people buy gold in all sorts of different ways um and has been accepted throughout history and so whenever you're thinking about gold you're you know it's important to think about it like i could either choose yielding paper currency right or i can choose non-yielding gold and what you see is in times when people start to raise questions about the value of paper currency you often see gold outperform paper current see and the other thing is at times when you see interest rates uh rise on paper currency you typically see gold underperformed yep right because one has yield and one doesn't and that's just a natural trade-off and so i think you want to think about it with those fundamental dynamics and in that context it allows you to start to think about okay what are the circumstances the outlier circumstances um the unusual circumstances where uh you'd expect to see gold do well and that's you know places where you have to have meaningful currency devaluations like interesting in china today just as a simple example in an environment where there's meaningful capital controls right what are they doing they're going to buy gold and golds trading at like an eight percent premium in shanghai over what its price is in london you know that's in that you know it may be a pet rock uh but you know it's a pet rock that all of humanity across cultures has largely identified as being the pet rock you want when you want to to be able to store you know have a store hold it well yeah and so that's a good example there's also a situation where let's say you think that there's a risk of a meaningful easing of monetary policy an unreasonable easing of monetary policy let's say um because you know let's say central banks haven't beaten back the inflation dynamic even though they're starting to shift their interest rate policy that could be a good time for gold because it's a circumstance where the value of paper money versus stuff is starting to get depreciated and you see a circumstance where yields are starting to compress those two things set themselves up for actually quite a good circumstance for gold and so you want to think about it from those fundamental perspectives and i think what you'll find if you look through time is that um is that gold is a pretty good diversifying asset in a lot of circumstances you know as a simple example if you go back and look through time uh in terms of like rolling 12-month periods where u.s equities have been down over the last 75 years gold is outperformed bonds and more than 50 percent of those circumstances okay well you know like it you know and then you just compare that and you just say oh that's empirical evidence and i could i could go show that to you across developed countries i could show you across the merchant countries it's a little better for emerging countries because of the contra currency stuff but you put that all together and then you say okay so how much gold do you have in your portfolio and someone's like no none because you'd be a crazy person to hold gold because only weirdos hold gold and i'm sitting there going like what like like you know i i know you know living in a bunker gold bug i'm just looking at the empirical evidence and i'm like well you know this seems as good as the diversifier as bonds are so like maybe i should just kind of hold them in an equal weight um but yet that's like a radical difference like everyone in the world is overweight bonds and basically no one holds gold um even though the empirical evidence would suggest that there's like very good reason why you'd want to hold gold uh over you know over uh long time frames
Central Banks Face Challenging Circumstances,2023-10-06 12:15:02+00:00,5,GAzMaKN5CW8,https://www.youtube.com/watch?v=GAzMaKN5CW8,know central banks face a pretty challenging circumstance right now because in a lot of ways the restructuring of of economies following the financial crisis have really sort of uh changed their tool kit and the uh effectiveness of their toolkit uh in terms of you know rate rises and even asset price moves to shifts in demand and you know nominal incomes and with it nominal spending and inflation and so um so they're they're positioned or the structurally like we we haven't seen a real down cycle in 15 years because covert was kind of like you know a little bit of you know i i it was an external shock more than it was a cycle right it wasn't really the cycle it was uh you know it was a it was a crisis a sort of shock situation and so given it's been 15 years and given the entire economy has basically been re-structured since coved or since the great uh the gfc um that uncertainty means that uh you know they they don't really necessarily know exactly what they need to do to achieve their goals right and i think often people will say well i think maybe they're just not achieving you know they've they've given up on their goals or you know the fed is you know fine with higher inflation and there's some sort of you know conspiratorial uh view that you know central bankers are trying to like structurally uh inflate away the debt and fund the government stuff like that i don't think that that's right like this is more a story of um you know that would suggest uh that there was um that there was uh planfulness that they there was a design for for uh the challenging outcomes that they've seen i think it's more a matter of incompetence not you know not not judgmental and confidence just like they have not been competent to be able to achieve the the goals that they've set forth um and and so in that in that context i think what we see a lot of these folks is they've really gone and leaned on the one lever that they feel like they know that's more you know been used for 40 years which is interest rate ike's only to find those to be like not that effective um in getting done what they need to get done and for uh for a number of fundamental reasons why that is uh in terms of you know restructuring debt in the economy and terming it out and fix you know low fixed borrowings and mortgages and by corporations and you know the the funny thing is that they've sort of stepped away from using a lever that actually proves pretty effective in the 2010s not perfect but pretty effective which was the use of quantitative easing or tightening you know which is just the flip side of it and they've kind of given up you know basically everyone has given up on qt as a lever the fed really hasn't changed its view on qt in a long time um and that's surprising to me because when i think about you know the ocean is too hot right inflation is is too high relative to mandate that's the basic issue we quibble about the nuances of that um you know the price of credit is not really the problem in the us economy like it costs a lot to borrow you know they look pretty radically changed mortgage prices car loan prices all that stuff the problem is that people aren't borrowing at those elevated rates right because they don't have to borrow at those elevated rates because their asset prices are so elevated that they can basically sell assets to buy the things that they want you know essentially pay all cash for houses um or all cash for cars uh because asset prices are elevated and quantitative tightening is the most effective lever to uh to influence asset prices right because all quantitative trading is selling assets and so yeah the central bank sells assets that should hurt asset prices and it should help deal with this problem which is really not a price of credit problem that's been repriced but a price of assets problem that continues to keep the economy going at a level and rate that is too hot relative to the to the mandate
"Cash Is Very Rarely King, So Dont Bet On It To Beat Assets",2023-10-05 20:15:02+00:00,1,zh2bnPRpUoA,https://www.youtube.com/watch?v=zh2bnPRpUoA,No transcript for video
How do you resolve the Gap Between Wages and Productivity?,2023-10-04 20:15:00+00:00,5,3uqGKYIf3X0,https://www.youtube.com/watch?v=3uqGKYIf3X0,the rate of growth in wages has been um has kind of been upward sloping over kind of the last say 18 months um and so is you know is that kind of the key variable here where you know you could have you know you could have a tight um you know labor supply but at the same time you know if wage if wagees start to come down or wage growth start to normalize quite a bit you know we would start to see inflation come down is that is that kind of the way you're thinking about it or you know what what are what are kind of your thoughts on inflation and the labor market here yeah well i mean first of all whenever you when you're thinking about inflation there's basically uh there's two things that matter probably more than anything um again just going to like this like break it down into some simple like un you know digestible understandable pieces you know inflation is basically oil which per you know permeates everything that goes on in the economy and then the other piece is um essentially how much uh money people are earning relative to how much they're producing right because you think about oil is sort of an uh whatever an elastic input oil comes in you got to pay for it because you need the energy and when i say oil what i mean is like you could kind of think more broadly about commodities weighted by the by the needed demand for the economy or whatever um and so you kind of think about it that way and when it comes to to wages um i i describe it in that context of nominal wage growth relative to productivity growth because i think that's a really important way to think about it because um what that helps you understand is how much are people how much are people's pay get is getting increased on a you know on an annual basis relative to how much more are they producing and so if you know i i think the uk is a good example where wages are growing at almost 8% nominally per year and then you turn over and you look at productivity and you're like well the productivity is zero okay well so how does that how does that resolve it itself like you know you can't just have more more income into the system and no more stuff and expect prices to be the same now of course part of that could part of that excess income relative to productivity growth could flow into financial assets it could you know could could meet or could resolve in um in greater financial savings right and then support financial asset prices um but particularly as you as you think about that sort of equation for a lower income cohort right those that are primarily not saving meaningful portions of their income like basically what happens is they earn an income and they spend it right and so if you can understand that imbalance between the growth and what they're getting paid and the income uh that they're and the income or and the and the amount that they're producing that essentially gives you an indication of what structural inflationary pressures exist in the economy and this isn't a black and white idea you know it's not and and there's all sorts of measurement you know ambiguity so let's not like try and overdo it but i think this basic idea right now which is like look people's pay is rising pretty fast uh you know faster than it has in a long time and the efficiency with which people are producing you know goods and services is uh you know is weak relative to history and so it's not surprising that we're getting this structural inflationary pressure how does that get resolved well it can get resolved um through either productivity improving which you know on a structural basis doesn't really change very fast like even the advent of the personal computer which is probably the biggest you know productivity impulse in the last 50 years it took kind of like 15 years to matter you know to to be you know meaningful right um so that's probably not you know it's not going to change in the in in the um in the short term but what can change i should say structural productivity doesn't change in the short term what can change is basically two things you can loosen the labor market which causes wages typically to moderate right because as labor markets loosen people's wage income you'd expect to slow the other thing you can do which is you know important and basically how this gets resolved in most cycles is ausing of the labor market typically enhances productivity and the reason why that is is that the people who are hired at last in the cycle and the people who are fired first in the cycle are typically the lowest productivity employees and that makes sense right you would you try and find the best employees that you can to start and then over time you find whoever you can who's still unemployed come into the labor market and so that sort of tactically is how or i'd say cyclically is how this imbalance gets resolved and so that's the most likely resolution here is that you know there'll be sufficient slowing of economic activity that will create a moderation in the labor markets that will both improve productivity and also bring wages down and so that's how it gets resolved
Formative Career Lessons in Macro and Systemization,2023-10-03 20:15:00+00:00,7,mDmtOkPjuLA,https://www.youtube.com/watch?v=mDmtOkPjuLA,you know i learned a lot about how uh to to think rigorously about um macro about markets and about how to develop systematic approaches and i think um you know i think the couple of key sort of uh lessons experiences skills maybe you might even say that i learned was really a com really i say first um this idea of thinking uh from the big picture all the way down to the practical reality and all the way back up and having to make sure that those things all intersect with each other very well i think that's um often you'll meet people who might be particularly good at the big picture or particularly good at sort of the details of analysis and that in order to really understand how things work you really have to work at all those levels uh which is which is important push yourself to work at all those levels i think the other thing it was really critical to develop a skill set around was was this idea of systemization which you know systemization you start to talk about and people's eyes you know sort of glaze over and they think you're just talking about a black box scenario and i think um particularly also as people talk more about ai today and then that's like even more black boxy like what the heck is all this and um i think it was really a great environment to develop an appreciation for the fact that there's a set of there's a set of tools that are out there like ai machine learning regression whatever all these different tools random forests there's a bunch of different tools uh that you can use that are that are quantitative techniques to help you express an intuitive or fundamental understanding express and measure intuitive and fundamental understanding but the way that that works at least at least as it works for macro is that the direction has to be from the intuitive understanding to the use of the tools to then the outcomes and then trading markets that's a very it's very important to think in that direction too often i see folks who are very deeply uh deeply skilled in the techniques trying to go back to the intuition and that doesn't work and the reason why that is particularly in macro investing is because there isn't enough sample size to be able to really operate in a way where you can sort of use the techniques to infer the re infer the understanding um because the the techniques you know many of these techniques require a level of sample size to build their inferences that is you know we've had seven macro cycles since the since 1945 or whatever like that you know that's literally seven data points you know seven data points isn't going to get it done um and so really understanding and appreciating where are those tools effective you know very you know uh uh many sort of machine learning models are very effective in say short-term individual security trading with a time frame of one day that's a very you know you know because you have incredible sample size to infer from there um and incredible ability to bet on a lot of different outcomes but definitely doesn't work as a solution to certain other problems like you know is the yield curve inversion does that indicate a recession and if it does over what time frame like that is that is you know not a very good use of those sorts of techniques so a lot of that there was a lot of building that suite of understanding and tool kit that i can then apply in a bunch of different ways uh as you know as as uh as as i'm doing what i'm doing now so so when you say you know you go from kind of the intuitive understanding so with that would so you know would that be for example saying you know um you know bonds or you know so or in our state are kind of a safe asset so therefore in kind of a bear market you know generally speaking you know in a bear market bond should do well then after that trying to see how bonds behave in a bit right right that's yeah that's a that's a simple uh you know i i always like to say well you know um uh if inflation expectations rise relative to what people had had initially expected generally bonds will sell off and why is that because bonds you know the interest rate of bonds is reflective of accommodation of what people expect on the real yield rel plus what they expect to get paid for inflation over time and so like that's a that's a fundamental that's a sort of a simple fundamental understanding intuitive understanding of how the world works and then you can go back and you can say is that simple intuitive understanding true or not true right is it you know does it work that way um you know in in all environments in some environments right and start to build that sort of and then and then the question inevitably comes okay so i just said that and you're like okay yeah if inflation is above expectations bonds sell off but um but like what does that actually mean in terms of how do you go execute that how do you measure that how do you figure out what's priced in like you know this is not a trivial exercise yeah but it starts with the intuition and then goes in that direction and i think in particular this environment has been really important to force people to start with the intuition and start with the fun i'd say i call this the fundamental intuition and then have to go and and then go and measure those dynamics i think like you know guild curve inversion such a good example like everyone you know how many people were like well the old girl's inverted recession is now and it's like hold on hold on hold on let's let's re you know that's a good example of observing and infern you know observing and intuiting right rather than saying okay well let's talk about what are the fundamental drivers the intuitive fundamental drivers of how um of how you know the macro economy works and how does the yield curve fit into that is it a reflection of the fundamental dynamics it is it is it a indicator of what's likely to transpire in certain ways is it a reflection of market pricing is it a reflection of supply and demand imbalances like all of those things are the fundamentals that you have to understand you can't just sort of use the indicator and go back and say well obviously this is just how it works is you know recession's on the way
